Colleges_and_Universities
NAME,CITY,STATE,ZIP,COUNTY,ALIAS
Monty Tech,Fitchburg,MA,1420,Worcester,NOT AVAILABLE
ITT Technical Institute-Green Bay,Green Bay,WI,54313,Brown,NOT AVAILABLE
Lincoln Technical Institute-Lincoln,Lincoln,RI,2865,Providence,NOT AVAILABLE
Georgia Military College-Augusta Campus,NOT AVAILABLE,GA,NOT AVAILABLE,Columbia,NOT AVAILABLE
Career Training Academy-Pittsburgh,Pittsburgh,PA,15237,Allegheny,NOT AVAILABLE
Wayne County Schools Career Center,Smithville,OH,44677,Wayne,NOT AVAILABLE
Georgia Military College-Valdosta Campus,NOT AVAILABLE,GA,NOT AVAILABLE,Lowndes,NOT AVAILABLE
Huntingdon County Career and Technology Center,Mill Creek,PA,17060,Huntingdon,NOT AVAILABLE
Blessing Hospital School of Medical Laboratory Technology,Quincy,IL,62305,Adams,NOT AVAILABLE
Missouri College of Cosmetology North,Springfield,MO,65804,Greene,NOT AVAILABLE
Carolinas College of Health Sciences,Charlotte,NC,28203,Mecklenburg,NOT AVAILABLE
New York Automotive and Diesel Institute,Jamaica,NY,11433,Queens,NOT AVAILABLE
Lester E Cox Medical Center-School of Medical Technology,Springfield,MO,65807,Greene,CoxHealth School of Medical Technology
Georgia Military College-Atlanta Campus,NOT AVAILABLE,GA,NOT AVAILABLE,Fulton,NOT AVAILABLE
Everest College-Ontario Metro,Ontario,CA,91761,San Bernardino,NOT AVAILABLE
Western Governors University,Salt Lake City,UT,84107,Salt Lake,WGU |Western Governors
Metropolitan Community College-Blue River,NOT AVAILABLE,MO,NOT AVAILABLE,Jackson,NOT AVAILABLE
Santa Barbara Business College-Ventura,Ventura,CA,93003,Ventura,sbbcollege |sbbc |sbbconline
Kaplan College-Beaumont,Beaumont,TX,77706,Jefferson,NOT AVAILABLE
Sullivan and Cogliano Training Center,Brockton,MA,2301,Plymouth,NOT AVAILABLE
Kaplan College-Laredo,Laredo,TX,78041,Webb,NOT AVAILABLE
Florida Gulf Coast University,Fort Myers,FL,33965,Lee,NOT AVAILABLE
Georgia Military College-Warner Robins Campus,NOT AVAILABLE,GA,NOT AVAILABLE,Houston,NOT AVAILABLE
Everest Institute-Dearborn,Dearborn,MI,48124,Wayne,NOT AVAILABLE
Potomac College-Washington,Washington,DC,20016,District of Columbia,NOT AVAILABLE
Centura College-Richmond Westend,Richmond,VA,23294,Henrico,NOT AVAILABLE
Sanford-Brown Institute-Ft Lauderdale,Fort Lauderdale,FL,33309,Broward,NOT AVAILABLE
Seacoast Career Schools-Sanford Campus,Sanford,ME,4073,York,NOT AVAILABLE
New Saint Andrews College,Moscow,ID,83843,Latah,NOT AVAILABLE
Little Priest Tribal College,Winnebago,NE,68071,Thurston,NOT AVAILABLE
Fortis Institute-Scranton,Scranton,PA,18509,Lackawanna,AMTI-SCR
Marlboro College Graduate School,Brattleboro,VT,5301,Windham,"Marlboro College, Grad School, Graduate Center, Grad Center, MCGS, MCGC"
Milan Institute of Cosmetology-Amarillo,Amarillo,TX,79103,Potter,NOT AVAILABLE
National Labor College,Silver Spring,MD,20903,Montgomery,NOT AVAILABLE
University of Phoenix-Boston Campus,Braintree,MA,2184,Norfolk,NOT AVAILABLE
Everglades University,Boca Raton,FL,33431,Palm Beach,NOT AVAILABLE
South Louisiana Community College,Lafayette,LA,70506,Lafayette,NOT AVAILABLE
Seminar L'moros Bais Yaakov,Brooklyn,NY,11219,Kings,NOT AVAILABLE
HRDE-Stanley Technical Institute-Parkersburg,Parkersburg,WV,26101,Wood,NOT AVAILABLE
University of Phoenix-Dallas Campus,Dallas,TX,75251,Dallas,NOT AVAILABLE
Herzing University-Winter Park,Winter Park,FL,32792,Orange,NOT AVAILABLE
Pima Medical Institute-Chula Vista,Chula Vista,CA,91910,San Diego,NOT AVAILABLE
University of Phoenix-Milwaukee Campus,Brookfield,WI,53045,Waukesha,NOT AVAILABLE
Emil Fries Piano Hospital and Training Center,Vancouver,WA,98661,Clark,School of Piano Technology for the Blind
University of Phoenix-Idaho Campus,Meridian,ID,83642,Ada,NOT AVAILABLE
Lincoln College of Technology-Marietta,Marietta,GA,30067,Cobb,NOT AVAILABLE
Westwood College-Inland Empire,Upland,CA,91786,San Bernardino,NOT AVAILABLE
Academy of Hair Design,Lufkin,TX,75904,Angelina,NOT AVAILABLE
DeVry University-Washington,Federal Way,WA,98001,King,DeVry University-Federal Way |DeVry University-Lynnwood |DeVry University-Seattle Bellevue
Academy of Hair Design,Beaumont,TX,77701,Jefferson,NOT AVAILABLE
DeVry University-Colorado,Westminster,CO,80234,Adams,DeVry University-Colorado Springs |DeVry University-Denver South |DeVry University-Westminster
Baltimore School of Massage,Linthicum,MD,21090,Anne Arundel,NOT AVAILABLE
Louisiana Delta Community College-Monroe Campus,Monroe,LA,71203,Ouachita,Delta Community College
Charter College-Canyon Country,Canyon Country,CA,91351,Los Angeles,NOT AVAILABLE
ITT Technical Institute-Levittown,Levittown,PA,19056,Bucks,NOT AVAILABLE
David Demuth Institute of Cosmetology,Richmond,IN,47374,Wayne,DDIC
Atenas College,Manati,PR,674,ManatÃ­,NOT AVAILABLE
Toni & Guy Hairdressing Academy-Worcester,Worcester,MA,1605,Worcester,NOT AVAILABLE
Southwest Skill Center-Campus of Estrella Mountain Community College,Avondale,AZ,85323,Maricopa,NOT AVAILABLE
Northwest HVAC/R Training Center,Spokane,WA,99207,Spokane,Inland Northwest HVAC Association & Training Center
Onondaga Cortland Madison BOCES,Liverpool,NY,13090,Onondaga,NOT AVAILABLE
L T International Beauty School,Philadelphia,PA,19130,Philadelphia,NOT AVAILABLE
National American University-Ellsworth AFB Extension,Ellsworth AFB,SD,57706,Meade,NOT AVAILABLE
Michigan Jewish Institute,W Bloomfield,MI,48322,Oakland,NOT AVAILABLE
National American University-Albuquerque West,Albuquerque,NM,87114,Sandoval,NOT AVAILABLE
Myotherapy Institute,Lincoln,NE,68506,Lancaster,NOT AVAILABLE
National American University-Brooklyn Center,Brooklyn Center,MN,55430,Hennepin,NOT AVAILABLE
Florida College of Integrative Medicine,Orlando,FL,32809,Orange,NOT AVAILABLE
Interactive Learning Systems-Pasadena,Pasadena,TX,77502,Harris,NOT AVAILABLE
New Professions Technical Institute,Miami,FL,33134,Miami-Dade,NOT AVAILABLE
Somerset Christian College,Newark,NJ,7102,Somerset,NOT AVAILABLE
Strand College of Hair Design,Myrtle Beach,SC,29572,Horry,NOT AVAILABLE
Miami Ad School-Minneapolis,Minneapolis,MN,55401,Hennepin,NOT AVAILABLE
Cosmetology Career Insitute,Greenville,TX,75402,Hunt,CC Institute
Miami Ad School-San Francisco,San Francisco,CA,94111,San Francisco,NOT AVAILABLE
Oregon State University-Cascades Campus,Bend,OR,97701,Deschutes,NOT AVAILABLE
Academy of Cosmetology,Charleston,SC,29418,Charleston,NOT AVAILABLE
Erikson Institute,Chicago,IL,60654,Cook,The Erikson Institute |Erikson |Erickson Institute
Lincoln College of New England-Suffield,Suffield,CT,6078,Hartford,Clemens College
Tennessee Board of Regents,Nashville,TN,37217,Davidson,State University and Community College System of Tennessee; |TBR;
Roger Williams University School of Law,Bristol,RI,2809,Bristol,NOT AVAILABLE
Everest Institute-Kendall,Miami,FL,33186,Miami-Dade,NOT AVAILABLE
Colorado Technical University-Kansas City,North Kansas City,MO,64116,Clay,Colorado Tech |CTU
Heald College-Salinas,Salinas,CA,93906,Monterey,NOT AVAILABLE
Eastern West Virginia Community and Technical College,Moorefield,WV,26836,Hardy,NOT AVAILABLE
Academy of Somatic Healing Arts,Norcross,GA,30092,Gwinnett,ASHA School of Massage
Aviation Institute of Maintenance-Indianapolis,Indianapolis,IN,46241,Marion,NOT AVAILABLE
Heritage College-Oklahoma City,Oklahoma City,OK,73149,Oklahoma,NOT AVAILABLE
Branford Hall Career Institute-Springfield Campus,Springfield,MA,1104,Hampden,NOT AVAILABLE
Ann Arbor Institute of Massage Therapy,Ann Arbor,MI,48103,Washtenaw,AAIMT
Remington College-Little Rock Campus,Little Rock,AR,72204,Pulaski,NOT AVAILABLE
Brown Mackie College-Atlanta,Atlanta,GA,30319,Fulton,NOT AVAILABLE
Newbridge College-San Diego East,El Cajon,CA,92020,San Diego,NOT AVAILABLE
Bryant & Stratton College-Henrietta,Rochester,NY,14623,Monroe,NOT AVAILABLE
Everest University-Jacksonville,Jacksonville,FL,32256,Duval,NOT AVAILABLE
The Art Institute of California-Argosy University Hollywood,North Hollywood,CA,91601,Los Angeles,Ai - Hollywood
IVAEM College,Caguas,PR,725,Caguas,NOT AVAILABLE
Sage College,Moreno Valley,CA,92557,Riverside,NOT AVAILABLE
Midwest College of Oriental Medicine-Chicago,Chicago,IL,60613,Cook,NOT AVAILABLE
Anthem College-Denver,Aurora,CO,80011,Arapahoe,NOT AVAILABLE
Lincoln Technical Institute-Hamden,Hamden,CT,6514,New Haven,NOT AVAILABLE
Lincoln Technical Institute-Hartford,Hartford,CT,6105,Hartford,NOT AVAILABLE
Argosy University-Seattle,Seattle,WA,98121,King,NOT AVAILABLE
Texas School of Business-Friendswood,Friendswood,TX,77546,Harris,NOT AVAILABLE
EINE Inc,Tewksbury,MA,1876,Middlesex,Electrology Institute of New England |Esthetics Institute of New England
Laurus Technical Institute,Decatur,GA,30030,DeKalb,NOT AVAILABLE
Marian Health Careers Center,Los Angeles,CA,90010,Los Angeles,Marian College
ITT Technical Institute-Wilmington,Wilmington,MA,1887,Middlesex,NOT AVAILABLE
Cleveland Clinic Health System-School of Diagnostic Imaging,Euclid,OH,44119,Cuyahoga,NOT AVAILABLE
Kiamichi Technology Center-Durant,Durant,OK,74701,Bryan,NOT AVAILABLE
Pierce College at Puyallup,Puyallup,WA,98374,Pierce,NOT AVAILABLE
Kiamichi Technology Center-Hugo,Hugo,OK,74743,Choctaw,NOT AVAILABLE
Academy for Nursing and Health Occupations,West Palm Beach,FL,33417,Palm Beach,ANHO
Texas Tech University System Administration,Lubbock,TX,79409,Lubbock,NOT AVAILABLE
Kiamichi Technology Center-McAlester,McAlester,OK,74501,Pittsburg,NOT AVAILABLE
DeVry University-Florida,Miramar,FL,33027,Broward,DeVry University-Ft. Lauderdale |DeVry University-Jacksonville |DeVry University-Miami |DeVry University-Miramar |DeVry University-Orlando |DeVry University-Orlando North |DeVry University-Tampa Bay |DeVry University-Tampa East
Shawsheen Valley Regional Vocational Technical School,Billerica,MA,1821,Middlesex,NOT AVAILABLE
Kiamichi Technology Center-Idabel,Idabel,OK,74745,McCurtain,KTC|Kiamichi Area Vo-Tech School|KAVTS|Kiamichi Area Vocational-Technical School
University of Phoenix-St Louis Campus,Saint Louis,MO,63043,St. Louis,NOT AVAILABLE
Kiamichi Technology Center-Poteau,Poteau,OK,74953,Le Flore,KTC-Poteau
University of Phoenix-Cleveland Campus,Independence,OH,44131,Cuyahoga,NOT AVAILABLE
Remington College-Memphis Campus,Memphis,TN,38132,Shelby,NOT AVAILABLE
Du Bois Business College-Huntingdon,Huntingdon,PA,16652,Huntingdon,NOT AVAILABLE
Kiamichi Technology Center-Spiro,Spiro,OK,74959,Le Flore,NOT AVAILABLE
Star Truck Driving School-Hickory Hills,Hickory Hills,IL,60457,Cook,NOT AVAILABLE
Kiamichi Technology Center-Talihina,Talihina,OK,74571,Le Flore,NOT AVAILABLE
Du Bois Business College-Oil City,Oil City,PA,16301,Venango,NOT AVAILABLE
DeVry University-Maryland,Bethesda,MD,20814,Montgomery,DeVry University-Bethesda
Fayette Institute of Technology,Oak Hill,WV,25901,Fayette,Fayette Plateau Vocational Technical Center
4-States Okmulgee Academy of Cosmetology,Okmulgee,OK,74447,Okmulgee,NOT AVAILABLE
CBD College,Los Angeles,CA,90010,Los Angeles,Community Based Education and Development
East West College of Natural Medicine,Sarasota,FL,34234,Sarasota,NOT AVAILABLE
Le Cordon Bleu College of Culinary Arts-Portland,Portland,OR,97205,Multnomah,LCB Portland
Infinity Career College,Gulfport,MS,39507,Harrison,NOT AVAILABLE
American Broadcasting School-Tulsa,Tulsa,OK,74133,Tulsa,NOT AVAILABLE
YTI Career Institute-Altoona,Altoona,PA,16602,Blair,NOT AVAILABLE
Lincoln Technical Institute-Fern Park,Fern Park,FL,32730,Seminole,NOT AVAILABLE
Facultad de Derecho Eugenio Maria de Hostos,Mayaguez,PR,680,MayagÃ¼ez,NOT AVAILABLE
DPT Business School,Philadelphia,PA,19116,Philadelphia,NOT AVAILABLE
Atlantic Institute of Oriental Medicine,Fort Lauderdale,FL,33301,Broward,NOT AVAILABLE
Professional Beauty School,Yakima,WA,98902,Yakima,NOT AVAILABLE
Eastern Center for Arts and Technology,Willow Grove,PA,19090,Montgomery,NOT AVAILABLE
ATS Institute of Technology,Highland Heights,OH,44143,Cuyahoga,NOT AVAILABLE
Empire Beauty School-Center City Philadelphia,Philadelphia,PA,19102,Philadelphia,NOT AVAILABLE
AOMA Graduate School of Integrative Medicine,Austin,TX,78745,Travis,AOMA
Capella University,Minneapolis,MN,55402,Hennepin,NOT AVAILABLE
Bennett Career Institute,Washington,DC,20017,District of Columbia,NOT AVAILABLE
Sanford-Brown Institute-Wilkins Township,Pittsburgh,PA,15235,Allegheny,SBI - Wilkins Township
Urban College of Boston,Boston,MA,2111,Suffolk,NOT AVAILABLE
Blue Cliff College-Shreveport,Shreveport,LA,71105,Bossier,NOT AVAILABLE
Centro de Estudios Multidisciplinarios-Humacao,Humacao,PR,791,Humacao,NOT AVAILABLE
Colegio Mayor de Tecnologia Inc,Arroyo,PR,714,Arroyo,NOT AVAILABLE
College of Menominee Nation,Keshena,WI,54135,Menominee,CMN
Blue Cliff College-Lafayette,Lafayette,LA,70508,Lafayette,NOT AVAILABLE
ITT Technical Institute-Henderson,Henderson,NV,89014,Clark,NOT AVAILABLE
Quest College,San Antonio,TX,78229,Bexar,NOT AVAILABLE
Institucion Chaviano de Mayaguez,Mayaguez,PR,680,MayagÃ¼ez,Mayaguez Institute of Technology
Anthem College-Sacramento,Sacramento,CA,95827,Sacramento,NOT AVAILABLE
Central Florida Institute,Palm Harbor,FL,34684,Pinellas,Central Florida Institute Inc
Anthem College-Minnesota,Saint Louis Park,MN,55416,Hennepin,NOT AVAILABLE
EDIC College,Caguas,PR,725,Caguas,NOT AVAILABLE
Community Care College,Tulsa,OK,74145,Tulsa,NOT AVAILABLE
Liceo de Arte-Dise-O y Comercio,Caguas,PR,725,Caguas,NOT AVAILABLE
B Street Design School of International Hair Styling-Topeka,Topeka,KS,66611,Shawnee,B Street Design - Topeka
Southwest Acupuncture College-Albuquerque,Albuquerque,NM,87109,Bernalillo,NOT AVAILABLE
Universal Technology College of Puerto Rico,Aguadilla,PR,603,Aguadilla,Unitec of PR
Heald College-Portland,Portland,OR,97218,Multnomah,NOT AVAILABLE
Golf Academy of America-Altamonte Springs,Apopka,FL,32703,Seminole,NOT AVAILABLE
Crimson Technical College,Inglewood,CA,90301,Los Angeles,NOT AVAILABLE
Coryell Cosmetology College,NOT AVAILABLE,TX,NOT AVAILABLE,Coryell,NOT AVAILABLE
Southern Institute of Cosmetology,Memphis,TN,38118,Shelby,NOT AVAILABLE
ITT Technical Institute-Norwood,Norwood,MA,2062,Norfolk,NOT AVAILABLE
College of the Marshall Islands,Majuro,MH,96960,NOT AVAILABLE,NOT AVAILABLE
Everest College-Merrillville,Merrillville,IN,46410,Lake,NOT AVAILABLE
Southwest Acupuncture College-Santa Fe,Santa Fe,NM,87505,Santa Fe,NOT AVAILABLE
Crossroads Bible College,Indianapolis,IN,46219,Marion,NOT AVAILABLE
Stone Academy-Waterbury,Waterbury,CT,6705,New Haven,NOT AVAILABLE
Royal Beauty Careers,South Houston,TX,77587,Harris,NOT AVAILABLE
ITT Technical Institute-San Antonio,San Antonio,TX,78249,Bexar,NOT AVAILABLE
Empire Beauty School-Bordentown,Bordentown,NJ,8505,Burlington,NOT AVAILABLE
Erie 1 BOCES,West Seneca,NY,14224,Erie,NOT AVAILABLE
University of Cosmetology Arts & Sciences-San Antonio Jamar,San Antonio,TX,78226,Bexar,NOT AVAILABLE
Fayette Beauty Academy Inc,Fayetteville,GA,30214,Fayette,NOT AVAILABLE
Yukon Beauty College Inc,Yukon,OK,73099,Canadian,NOT AVAILABLE
SW School of Business and Technical Careers-Cosmetology,San Antonio,TX,78212,Bexar,NOT AVAILABLE
HDS Truck Driving Institute,Tucson,AZ,85706,Pima,NOT AVAILABLE
Northwest Technology Center-Alva,Alva,OK,73717,Woods,NOT AVAILABLE
Empire Beauty School-Monroeville,Monroeville,PA,15146,Allegheny,NOT AVAILABLE
ITT Technical Institute-Little Rock,Little Rock,AR,72204,Pulaski,NOT AVAILABLE
Texas College of Cosmetology-Abilene,Abilene,TX,79605,Taylor,NOT AVAILABLE
International Training Careers,Miami,FL,33155,Miami-Dade,NOT AVAILABLE
Mercer County Career Center,Mercer,PA,16137,Mercer,Mercer County AVTS|Mercer County Area Vocational-Technical School|Mercer County Area Vo-Tech
Vista College,Clearfield,UT,84015,Davis,CCI
Lacy Cosmetology School-Aiken,Aiken,SC,29803,Aiken,NOT AVAILABLE
Southern Careers Institute-San Antonio,San Antonio,TX,78221,Bexar,NOT AVAILABLE
ITT Technical Institute-Louisville,Louisville,KY,40223,Jefferson,NOT AVAILABLE
Centura College-Newport News,Newport News,VA,23608,Newport News,NOT AVAILABLE
My Le's Beauty College,Sacramento,CA,95824,Sacramento,NOT AVAILABLE
Centura College-Norfolk,Norfolk,VA,23518,Norfolk,NOT AVAILABLE
NAWCC School of Horology,Columbia,PA,17512,Lancaster,NOT AVAILABLE
ITT Technical Institute-Miami,Miami,FL,33126,Miami-Dade,NOT AVAILABLE
ITT Technical Institute-Cordova,Cordova,TN,38016,Shelby,NOT AVAILABLE
ITT Technical Institute-Austin,Austin,TX,78723,Travis,NOT AVAILABLE
Virginia Beach City Public Schools School of Practical Nursing,Virginia Beach,VA,23456,Virginia Beach,Virginia Beach School of Practical Nursing
New Concept Massage and Beauty School,Miami,FL,33135,Miami-Dade,NOT AVAILABLE
Northwest College of Art & Design,Poulsbo,WA,98370,Kitsap,NCAD
New York College of Traditional Chinese Medicine,Mineola,NY,11501,Nassau,New York Institute of Chinese Medicine
CET-Sacramento,Sacramento,CA,95828,Sacramento,NOT AVAILABLE
University of Washington-Bothell Campus,Bothell,WA,98011,King,"UWB, UW-B, UW-Bothell"
Cairn University-Wisconsin Wilderness,Cable,WI,54821,Bayfield,WWC
ITT Technical Institute-Houston North,Houston,TX,77090,Harris,NOT AVAILABLE
University of Washington-Tacoma Campus,Tacoma,WA,98402,Pierce,"UWT, UW-T, UW-Tacoma"
Aurora St. Luke's Medical Center-School of Diagnostic Medical Sonography,Milwaukee,WI,53207,Milwaukee,NOT AVAILABLE
ITT Technical Institute-Harrisburg,Harrisburg,PA,17111,Dauphin,NOT AVAILABLE
Argosy University-Hawaii,Honolulu,HI,96813,Honolulu,NOT AVAILABLE
Toni & Guy Hairdressing Academy-Atlanta,Marietta,GA,30062,Cobb,Roffler-Moler Hairstyling College
Bellus Academy-Poway,Poway,CA,92064,San Diego,Bellus Academy
Central Coast College,Salinas,CA,93901,Monterey,NOT AVAILABLE
Salon Academy,Coldwater,MI,49036,Branch,NOT AVAILABLE
ITT Technical Institute-Tarentum,Tarentum,PA,15084,Allegheny,NOT AVAILABLE
Baptist Theological Seminary at Richmond,Richmond,VA,23227,Richmond,NOT AVAILABLE
Kaplan College-Modesto,Salida,CA,95368,Stanislaus,NOT AVAILABLE
ITT Technical Institute-Torrance,Torrance,CA,90502,Los Angeles,NOT AVAILABLE
Prism Career Institute-West Atlantic City,West  Atlantic City,NJ,8232,Atlantic,NOT AVAILABLE
Artistic Academy of Hair Design,Morris Plains,NJ,7950,Morris,Artistic Academy
Pacific College of Oriental Medicine LLC-San Diego,San Diego,CA,92108,San Diego,NOT AVAILABLE
Everest Institute-Marietta,Marietta,GA,30067,Cobb,GMI-Marietta
Mech-Tech College LLC,Caguas,PR,725,Caguas,NOT AVAILABLE
Kaplan University-Des Moines Campus,Urbandale,IA,50323,Polk,NOT AVAILABLE
Artistic Nails and Beauty Academy,Tampa,FL,33605,Hillsborough,NOT AVAILABLE
Baldwin Beauty School-North Austin,Austin,TX,78757,Travis,Baldwin Beauty Schools
Hair Arts Academy,Bloomington,IN,47404,Monroe,NOT AVAILABLE
Moberly Area Technical Center,Moberly,MO,65270,Randolph,NOT AVAILABLE
Pinnacle Career Institute-Lawrence,Lawrence,KS,66046,Douglas,NOT AVAILABLE
Praxis Institute,Miami,FL,33135,Miami-Dade,NOT AVAILABLE
Madison Oneida BOCES - Practical Nursing Program,Verona,NY,13478,Oneida,NOT AVAILABLE
American College of Traditional Chinese Medicine,San Francisco,CA,94107,San Francisco,ACTCM
Interactive College of Technology-Newport,Newport,KY,41071,Boone,NOT AVAILABLE
Remington College-Houston Campus,Houston,TX,77082,Harris,NOT AVAILABLE
San Juan Bautista School of Medicine,Caguas,PR,725,Caguas,NOT AVAILABLE
Provo College-Provo,Provo,UT,84601,Utah,NOT AVAILABLE
Career Technical College-Monroe,Monroe,LA,71201,Ouachita,NOT AVAILABLE
