Colleges_and_Universities
NAME,CITY,STATE,ZIP,COUNTY,ALIAS
Phagans Medford Beauty School,Medford,OR,97504,Jackson,NOT AVAILABLE
Saint Norbert College,De Pere,WI,54115,Brown,SNC
Northeast Wisconsin Technical College,Green Bay,WI,54307,Brown,NWTC
Abdill Career College Inc,Medford,OR,97504,Jackson,NOT AVAILABLE
University of Wisconsin-Green Bay,Green Bay,WI,54311,Brown,NOT AVAILABLE
Phagans Grants Pass College of Beauty,Grants Pass,OR,97526,Josephine,NOT AVAILABLE
Bellin College,Green Bay,WI,54311,Brown,NOT AVAILABLE
Rogue Community College,Grants Pass,OR,97527,Josephine,NOT AVAILABLE
Paul Mitchell the School-Green Bay,De Pere,WI,54115,Brown,NOT AVAILABLE
Oregon Institute of Technology,Klamath Falls,OR,97601,Klamath,oit|oti|oregon tech|oregon inst of tech
University of Wisconsin Colleges,Madison,WI,53708,Dane,NOT AVAILABLE
College of Cosmetology,Klamath Falls,OR,97601,Klamath,NOT AVAILABLE
Herzing University-Madison,Madison,WI,53718,Dane,NOT AVAILABLE
Klamath Community College,Klamath Falls,OR,97603,Klamath,NOT AVAILABLE
Springfield College of Beauty,Springfield,OR,97477,Lane,NOT AVAILABLE
University of Wisconsin-Superior,Superior,WI,54880,Douglas,NOT AVAILABLE
Chippewa Valley Technical College,Eau Claire,WI,54701,Eau Claire,CVTC
Phagans Newport Academy of Cosmetology Careers,Newport,OR,97365,Lincoln,NOT AVAILABLE
University of Wisconsin-Eau Claire,Eau Claire,WI,54702,Eau Claire,UW-Eau Claire
Treasure Valley Community College,Ontario,OR,97914,Malheur,NOT AVAILABLE
Academy of Hair Design Inc,Salem,OR,97301,Marion,NOT AVAILABLE
Southwest Wisconsin Technical College,Fennimore,WI,53809,Grant,Southwest Tech
Phagans School of Beauty,Salem,OR,97301,Marion,NOT AVAILABLE
University of Wisconsin-Platteville,Platteville,WI,53818,Grant,NOT AVAILABLE
Chemeketa Community College,Salem,OR,97305,Marion,NOT AVAILABLE
Maranatha Baptist Bible College,Watertown,WI,53094,Jefferson,"MBBC, Maranatha College, Maranatha, Maranatha Baptist College, Maranatha Bible College, Maranatha Baptist Bible College, Marantha"
College of Hair Design Careers,Salem,OR,97301,Marion,Hair Design Careers | CHDC
Gateway Technical College,Kenosha,WI,53144,Kenosha,NOT AVAILABLE
Western Oregon University,Monmouth,OR,97361,Polk,Western Oregon State College
University of Wisconsin-Parkside,Kenosha,WI,53141,Kenosha,NOT AVAILABLE
Tillamook Bay Community College,Tillamook,OR,97141,Tillamook,TBCC
Carthage College,Kenosha,WI,53140,Kenosha,Carthage
Blue Mountain Community College,Pendleton,OR,97801,Umatilla,BMCC
Western Technical College,La Crosse,WI,54602,La Crosse,Western Wisconsin Technical College
Columbia Gorge Community College,The Dalles,OR,97058,Wasco,NOT AVAILABLE
University of Wisconsin-La Crosse,La Crosse,WI,54601,La Crosse,NOT AVAILABLE
Gettysburg College,Gettysburg,PA,17325,Adams,NOT AVAILABLE
Silver Lake College of the Holy Family,Manitowoc,WI,54220,Manitowoc,SLC
Lutheran Theological Seminary at Gettysburg,Gettysburg,PA,17325,Adams,NOT AVAILABLE
Lakeshore Technical College,Cleveland,WI,53015,Manitowoc,LTC
Pittsburgh's Ohio Valley Hospital School of Nursing,McKees Rocks,PA,15136,Allegheny,NOT AVAILABLE
State College of Beauty Culture Inc,Wausau,WI,54403,Marathon,NOT AVAILABLE
Mercy Hospital School of Nursing,Pittsburgh,PA,15219,Allegheny,NOT AVAILABLE
Northland International University,Dunbar,WI,54119,Marinette,NBBC | Northland Baptist College | Northland Bible College | Northland | Northland Mission |Northland International | NI
Milwaukee Area Technical College,Milwaukee,WI,53233,Milwaukee,MATC
ITT Technical Institute-Greenfield,Greenfield,WI,53220,Milwaukee,NOT AVAILABLE
Carlow University,Pittsburgh,PA,15213,Allegheny,NOT AVAILABLE
Kittanning Beauty School,Kittanning,PA,16201,Armstrong,NOT AVAILABLE
Pennsylvania State University-Penn State Beaver,Monaca,PA,15061,Beaver,Penn State
Geneva College,Beaver Falls,PA,15010,Beaver,NOT AVAILABLE
Marquette University,Milwaukee,WI,53233,Milwaukee,NOT AVAILABLE
Kutztown University of Pennsylvania,Kutztown,PA,19530,Berks,NOT AVAILABLE
Alvernia University,Reading,PA,19607,Berks,NOT AVAILABLE
University of Wisconsin-River Falls,River Falls,WI,54022,Pierce,NOT AVAILABLE
Berks Technical Institute,Wyomissing,PA,19610,Berks,NOT AVAILABLE
Midwest College of Oriental Medicine-Racine,Racine,WI,53403,Racine,NOT AVAILABLE
Albright College,Reading,PA,19612,Berks,NOT AVAILABLE
Beloit College,Beloit,WI,53511,Rock,NOT AVAILABLE
Blackhawk Technical College,Janesville,WI,53547,Rock,NOT AVAILABLE
Pace Institute,Reading,PA,19601,Berks,NOT AVAILABLE
Reading Area Community College,Reading,PA,19603,Berks,RACC |Reading Area CC
Nashotah House,Nashotah,WI,53058,Waukesha,NOT AVAILABLE
Mid-State Technical College,Wisconsin Rapids,WI,54494,Wood,MSTC
Empire Beauty School-Reading,Reading,PA,19605,Berks,NOT AVAILABLE
Wisconsin Indianhead Technical College,Shell Lake,WI,54871,Washburn,WITC
Altoona Beauty School Inc,Altoona,PA,16602,Blair,NOT AVAILABLE
Alderson Broaddus College,Philippi,WV,26416,Barbour,NOT AVAILABLE
Valley College-Martinsburg,Martinsburg,WV,25404,Berkeley,Valley College of Technology|Valley Training Centers|VCT|VTC
International Beauty School 4,Martinsburg,WV,25401,Berkeley,NOT AVAILABLE
Huntington School of Beauty Culture-Main Campus,Huntington,WV,25705,Cabell,NOT AVAILABLE
Pipo Academy of Hair Design,El Paso,TX,79903,El Paso,NOT AVAILABLE
Vista College,El Paso,TX,79925,El Paso,CCC
Tri-State Cosmetology Institute 1,El Paso,TX,79915,El Paso,NOT AVAILABLE
Kaplan College-El Paso,El Paso,TX,79907,El Paso,NOT AVAILABLE
Franklin College,El Paso,TX,79912,El Paso,NOT AVAILABLE
Tarleton State University,Stephenville,TX,76401,Erath,Tarleton|Texans|Texanns|TSU|Tarleton State|
College of the Mainland,Texas City,TX,77591,Galveston,COM |Mainland College
Kilgore College,Kilgore,TX,75662,Gregg,NOT AVAILABLE
LeTourneau University,Longview,TX,75607,Gregg,NOT AVAILABLE
Austin College,Sherman,TX,75090,Grayson,NOT AVAILABLE
Texas Lutheran University,Seguin,TX,78155,Guadalupe,TLU
University of Houston-Clear Lake,Houston,TX,77058,Harris,"UHCL| University of Houston - Clear Lake| University of Houston, Clear Lake| UH-CL|University of Houston - ClearLake| University of Houston-ClearLake"
Commonwealth Institute of Funeral Service,Houston,TX,77090,Harris,NOT AVAILABLE
Universal Technical Institute of Texas Inc,Houston,TX,77073,Harris,Universal Technical Institute |UTI |UTI-TX |UTI-Houston
Ocean Corporation,Houston,TX,77099,Harris,NOT AVAILABLE
College of Biblical Studies-Houston,Houston,TX,77036,Harris,NOT AVAILABLE
Professional Careers Institute,Houston,TX,77036,Harris,NOT AVAILABLE
Interactive Learning Systems-Houston,Houston,TX,77081,Harris,ILS |I.L.S.
The Art Institute of Houston,Houston,TX,77027,Harris,NOT AVAILABLE
Vet Tech Institute of Houston,Houston,TX,77027,Harris,Bradford School|The Bradford School
Astrodome Career Centers,Houston,TX,77054,Harris,NOT AVAILABLE
The University of Texas at Tyler,Tyler,TX,75799,Smith,UT Tyler
ATI Career Training Center-North Richland Hills,North Richland Hills,TX,76180,Tarrant,NOT AVAILABLE
Tarrant County College District,Fort Worth,TX,76102,Tarrant,Tarrant County College
The College of Saints John Fisher & Thomas More,Fort Worth,TX,76109,Tarrant,Fisher More College
Iverson Business School and Court Reporting,Arlington,TX,76010,Tarrant,NOT AVAILABLE
Arlington Medical Institute,Arlington,TX,76006,Tarrant,NOT AVAILABLE
Remington College-Fort Worth Campus,Fort Worth,TX,76112,Tarrant,NOT AVAILABLE
Hardin-Simmons University,Abilene,TX,79698,Taylor,"HSU, Hardin-Simmons"
McMurry University,Abilene,TX,79697,Taylor,McMurray University|McMurry College|McMurray College|McM|McM University|McM College|Mcmurry University|Mcmurry College|Mcmurray University|Mcmurray College|McMurry|McMurray|Mcmurry|Mcmurray|
American Commercial College-Abilene,Abilene,TX,79602,Taylor,NOT AVAILABLE
Abilene Christian University,Abilene,TX,79699,Taylor,NOT AVAILABLE
American Commercial College-San Angelo,San Angelo,TX,76904,Tom Green,NOT AVAILABLE
Angelo State University,San Angelo,TX,76909,Tom Green,Angelo State
Austin Presbyterian Theological Seminary,Austin,TX,78705,Travis,NOT AVAILABLE
Paul Mitchell The school-Austin,Pflugerville,TX,78660,Travis,PMTX-Austin
Southwest Texas Junior College,Uvalde,TX,78801,Uvalde,NOT AVAILABLE
University of Houston-Victoria,Victoria,TX,77901,Victoria,NOT AVAILABLE
Texas Vocational Schools Inc,Victoria,TX,77901,Victoria,NOT AVAILABLE
Victoria College,Victoria,TX,77901,Victoria,NOT AVAILABLE
Sam Houston State University,Huntsville,TX,77340,Walker,NOT AVAILABLE
Sebring Career Schools-Huntsville,Huntsville,TX,77340,Walker,NOT AVAILABLE
Blinn College,Brenham,TX,77833,Washington,NOT AVAILABLE
Laredo Beauty College Inc,Laredo,TX,78040,Webb,NOT AVAILABLE
Texas A & M International University,Laredo,TX,78041,Webb,NOT AVAILABLE
Wharton County Junior College,Wharton,TX,77488,Wharton,NOT AVAILABLE
Midwestern State University,Wichita Falls,TX,76308,Wichita,MSU
Central Texas Beauty College-Round Rock,Round Rock,TX,78664,Williamson,NOT AVAILABLE
Bridgerland Applied Technology College,Logan,UT,84321,Cache,Bridgerland ATC|BATC|Bridgerland Applied Technology Center|Bridgerland Area Vocational Center
Utah State University-College of Eastern Utah,NOT AVAILABLE,UT,NOT AVAILABLE,Carbon,NOT AVAILABLE
Davis Applied Technology College,Kaysville,UT,84037,Davis,DATC
Uintah Basin Applied Technology College,Roosevelt,UT,84066,Duchesne,NOT AVAILABLE
Premier Hair Academy,NOT AVAILABLE,UT,NOT AVAILABLE,Salt Lake,NOT AVAILABLE
Echelon Edge Academy Of Hair Skin and Nails,Sandy,UT,84070,Salt Lake,NOT AVAILABLE
Broadview University-West Jordan,West Jordan,UT,84088,Salt Lake,NOT AVAILABLE
ITT Technical Institute-Murray,Murray,UT,84123,Salt Lake,NOT AVAILABLE
Latter-day Saints Business College,Salt Lake City,UT,84101,Salt Lake,LDS Business College
Utah College of Massage Therapy Inc-Salt Lake City,Salt Lake City,UT,84111,Salt Lake,NOT AVAILABLE
University of Utah,Salt Lake City,UT,84112,Salt Lake,The U
Sherman Kendalls Academy of Beauty Arts & Sciences,Midvale,UT,84047,Salt Lake,NOT AVAILABLE
Myotherapy College of Utah,Salt Lake City,UT,84115,Salt Lake,NOT AVAILABLE
Snow College,Ephraim,UT,84627,Sanpete,NOT AVAILABLE
Marinello Schools of Beauty-Provo,Provo,UT,84604,Utah,NOT AVAILABLE
Ogden-Weber Applied Technology College,Ogden,UT,84404,Weber,Ogden-Weber Tech College
Eastern Shore Community College,Melfa,VA,23410,Accomack,ESCC
Piedmont Virginia Community College,Charlottesville,VA,22902,Albemarle,PVCC
ACT College,NOT AVAILABLE,VA,NOT AVAILABLE,Arlington,NOT AVAILABLE
Southside Virginia Community College,Alberta,VA,23821,Brunswick,NOT AVAILABLE
Southern Virginia University,Buena Vista,VA,24416,Buena Vista,SVU
Virginia School of Massage,Charlottesville,VA,22901,Charlottesville,NOT AVAILABLE
Averett University,Danville,VA,24541,Danville,AU
Danville Community College,Danville,VA,24541,Danville,NOT AVAILABLE
Danville Regional Medical Center School of Health Professions,Danville,VA,24541,Danville,NOT AVAILABLE
Richard Bland College of the College of William and Mary,Petersburg,VA,23805,Dinwiddie,"Richard Bland, Richard Bland Junior College, Richard Bland College, RBC, Bland"
Lord Fairfax Community College,Middletown,VA,22645,Frederick,NOT AVAILABLE
Paul D Camp Community College,Franklin,VA,23851,Franklin,NOT AVAILABLE
Ferrum College,Ferrum,VA,24088,Franklin,NOT AVAILABLE
Neilson Beauty College,Dallas,TX,75208,Dallas,NOT AVAILABLE
New York School for Medical and Dental Assistants,Long Island City,NY,11101,Queens,NOT AVAILABLE
Lone Star College System,The Woodlands,TX,77381,Montgomery,North Harris Montgomery|North Harris|NHMCCD|N Harris Montgomery|Kingwood|Tomball|Cy-Fair|CyFair|Montgomery|University Park
University of North Texas,Denton,TX,76203,Denton,UNT|North Texas|Mean Grean
New York University,New York,NY,10012,New York,NOT AVAILABLE
Northeast Texas Community College,Mount Pleasant,TX,75455,Titus,NTCC |NETCC
Oblate School of Theology,San Antonio,TX,78216,Bexar,Oblate
Niagara University,Niagara University,NY,14109,Niagara,NOT AVAILABLE
Ogle School Hair Skin Nails-Arlington,Arlington,TX,76013,Tarrant,NOT AVAILABLE
North Country Community College,Saranac Lake,NY,12983,Essex,NOT AVAILABLE
Ogle School Hair Skin Nails-Ft Worth,Fort Worth,TX,76132,Tarrant,NOT AVAILABLE
New York Institute of Technology,Old Westbury,NY,11568,Nassau,NOT AVAILABLE
Our Lady of the Lake University-San Antonio,San Antonio,TX,78207,Bexar,NOT AVAILABLE
Prairie View A & M University,Prairie View,TX,77446,Waller,PVAMU
Nyack College,Nyack,NY,10960,Rockland,NOT AVAILABLE
Ohr Hameir Theological Seminary,Peekskill,NY,10566,Westchester,NOT AVAILABLE
Aviation Institute of Maintenance-Houston,Houston,TX,77061,Harris,NOT AVAILABLE
Otsego Area BOCES-School of Practical Nursing,Oneonta,NY,13820,Otsego,OASPN
Richland College,Dallas,TX,75243,Dallas,NOT AVAILABLE
Pace University-New York,New York,NY,10038,New York,NOT AVAILABLE
Kaplan Career Institute-McAllen,McAllen,TX,78503,Hidalgo,NOT AVAILABLE
Paul Smiths College of Arts and Science,Paul Smiths,NY,12970,Franklin,Paul Smith's College
San Antonio College,San Antonio,TX,78212,Bexar,NOT AVAILABLE
Continental School of Beauty Culture-West Seneca,West Seneca,NY,14224,Erie,NOT AVAILABLE
San Jacinto Community College,Pasadena,TX,77501,Harris,San Jacinto College
Seguin Beauty School-Seguin,Seguin,TX,78155,Guadalupe,NOT AVAILABLE
Plaza College,Jackson Heights,NY,11372,Queens,NOT AVAILABLE
St. Mary's University,San Antonio,TX,78228,Bexar,NOT AVAILABLE
Polytechnic Institute of New York University,Brooklyn,NY,11201,Kings,Polytechnic Institute of NYU
South Texas Vo-Tech Institute,Weslaco,TX,78596,Hidalgo,NOT AVAILABLE
Davis College,Johnson City,NY,13790,Broome,NOT AVAILABLE
South Texas Vocational Technical Institute-McAllen,McAllen,TX,78501,Hidalgo,South Texas Vo-Tech #70
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,11219,Kings,NOT AVAILABLE
Southwest School of Business and Technical Careers-San Antonio,San Antonio,TX,78221,Bexar,NOT AVAILABLE
Southwest Institute of Technology,Austin,TX,78735,Travis,NOT AVAILABLE
Rabbinical Seminary of America,Flushing,NY,11367,Queens,NOT AVAILABLE
Roberts Wesleyan College,Rochester,NY,14624,Monroe,NOT AVAILABLE
The University of Texas Health Science Center at San Antonio,San Antonio,TX,78229,Bexar,NOT AVAILABLE
Rochester Institute of Technology,Rochester,NY,14623,Monroe,RIT  |R.I.T.
University of Rochester,Rochester,NY,14627,Monroe,NOT AVAILABLE
Empire Beauty School-Manhattan,New York,NY,10001,New York,NOT AVAILABLE
The Sage Colleges,Troy,NY,12180,Rensselaer,NOT AVAILABLE
Tidewater Community College,Norfolk,VA,23510,Norfolk,NOT AVAILABLE
The University of Virginia's College at Wise,Wise,VA,24293,Wise,UVa-Wise
St Bernard's School of Theology and Ministry,Rochester,NY,14618,Monroe,SBSTM |St. Bernard's
Texas State Technical College-System,Waco,TX,76705,McLennan,NOT AVAILABLE
Virginia Highlands Community College,Abingdon,VA,24212,Washington,VHCC
Texas A & M University-Galveston,Galveston,TX,77554,Galveston,NOT AVAILABLE
St. Bonaventure University,Saint Bonaventure,NY,14778,Cattaraugus,St. Bona/Bonas
Texas A & M University-College Station,College Station,TX,77843,Brazos,Texas A&M | TAMU
Virginia Polytechnic Institute and State University,Blacksburg,VA,24061,Montgomery,Virginia Tech
University of Virginia-Main Campus,Charlottesville,VA,22903,Albemarle,University of Virginia |UVa |UVA
The Texas A&M University System Office,College Station,TX,77845,Brazos,NOT AVAILABLE
The University of Texas at Arlington,Arlington,TX,76013,Tarrant,UT Arlington
Virginia Military Institute,Lexington,VA,24450,Lexington,VMI
St Joseph's College of Nursing at St Joseph's Hospital Health Center,Syracuse,NY,13203,Onondaga,NOT AVAILABLE
The University of Texas at Austin,Austin,TX,78712,Travis,UT Austin |University of Texas
Virginia State University,Petersburg,VA,23806,Chesterfield,VSU
Texas Christian University,Fort Worth,TX,76129,Tarrant,TCU
Virginia Wesleyan College,Norfolk,VA,23502,Virginia Beach,VWC|Marlins|VA Wesleyan|Wesleyan
Texas School of Business-North,Houston,TX,77073,Harris,NOT AVAILABLE
The College of Saint Rose,Albany,NY,12203,Albany,NOT AVAILABLE
Wards Corner Beauty Academy-Norfolk,Norfolk,VA,23505,Norfolk,NOT AVAILABLE
Texas Southern University,Houston,TX,77004,Harris,TSU
Washington and Lee University,Lexington,VA,24450,Lexington,Washington and Lee |W&L |WLU
Sarah Lawrence College,Bronxville,NY,10708,Westchester,NOT AVAILABLE
The University of Texas System Office,Austin,TX,78701,Travis,NOT AVAILABLE
Sanford-Brown College-Tysons Corner,McLean,VA,22102,Fairfax,SBC-Tysons Corner
Texas Woman's University,Denton,TX,76201,Denton,NOT AVAILABLE
Woodrow Wilson Rehabilitation Center,Fishersville,VA,22939,Augusta,NOT AVAILABLE
The Art Institute of Seattle,Seattle,WA,98121,King,NOT AVAILABLE
Schenectady County Community College,Schenectady,NY,12305,Schenectady,Schenectady Community College | SCCC |
The University of Texas Health Science Center at Houston,Houston,TX,77030,Harris,UTHealth |UT-Houston |UTHSC-H |The UT Health Science Center at Houston
Evergreen Beauty & Barber College-Bellevue,Bellevue,WA,98007,King,"Bellevue Beauty School, Evergreen Beauty College, Evergreen Beauty & Barber College"
Texas State Technical College-West Texas,Sweetwater,TX,79556,Nolan,NOT AVAILABLE
Texas Tech University Health Sciences Center,Lubbock,TX,79430,Lubbock,NOT AVAILABLE
Bellevue College,Bellevue,WA,98007,King,BC
Sh'or Yoshuv Rabbinical College,Lawrence,NY,11559,Nassau,NOT AVAILABLE
Everest College-Bremerton,Bremerton,WA,98337,Kitsap,NOT AVAILABLE
University of Houston-System Administration,Houston,TX,77204,Harris,NOT AVAILABLE
Everest College-Renton,Renton,WA,98057,King,NOT AVAILABLE
Vernon College,Vernon,TX,76384,Wilbarger,Vernon Regional Junior College  |VRJC |VC |Vernon
Saint Josephs Seminary and College,Yonkers,NY,10704,Westchester,Dunwoodie
Centralia College,Centralia,WA,98531,Lewis,NOT AVAILABLE
Victoria Beauty College Inc,Victoria,TX,77901,Victoria,Victoria Beauty School
City University of Seattle,Seattle,WA,98121,King,CityU
Wayland Baptist University,Plainview,TX,79072,Hale,NOT AVAILABLE
Cornish College of the Arts,Seattle,WA,98121,King,NOT AVAILABLE
AmeriTech College-Provo,Provo,UT,84604,Utah,AmeriTech College
Divers Institute of Technology,Seattle,WA,98103,King,NOT AVAILABLE
Brigham Young University-Provo,Provo,UT,84602,Utah,BYU
Cameo College of Essential Beauty,Murray,UT,84107,Salt Lake,NOT AVAILABLE
Spanish-American Institute,New York,NY,10036,New York,NOT AVAILABLE
Eastern Washington University,Cheney,WA,99004,Spokane,EWU
Sherman Kendall's Academy-Sugarhouse,Salt Lake City,UT,84106,Salt Lake,NOT AVAILABLE
Everett Community College,Everett,WA,98201,Snohomish,NOT AVAILABLE
Dixie State University,Saint George,UT,84770,Washington,DSU
Paroba College of Cosmetology,Everett,WA,98208,Snohomish,NOT AVAILABLE
The Evergreen State College,Olympia,WA,98505,Thurston,Evergreen|TESC|
Pierce College at Fort Steilacoom,Lakewood,WA,98498,Pierce,NOT AVAILABLE
Faxton-St Luke's Healthcare School of Radiologic Technology,Utica,NY,13503,Oneida,NOT AVAILABLE
Glen Dow Academy of Hair Design,Spokane,WA,99201,Spokane,NOT AVAILABLE
Gonzaga University,Spokane,WA,99258,Spokane,NOT AVAILABLE
Saint Elizabeth College of Nursing,Utica,NY,13501,Oneida,NOT AVAILABLE
Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,98133,King,NOT AVAILABLE
Interface College-Spokane,Spokane,WA,99201,Spokane,NOT AVAILABLE
International Air and Hospitality Academy,Vancouver,WA,98661,Clark,NOT AVAILABLE
Saint Elizabeth Medical Center School of Radiography,Utica,NY,13501,Oneida,NOT AVAILABLE
ITT Technical Institute-Seattle,Seattle,WA,98168,King,NOT AVAILABLE
Saint John Fisher College,Rochester,NY,14618,Monroe,Fisher
ITT Technical Institute-Spokane Valley,Spokane Valley,WA,99216,Spokane,NOT AVAILABLE
Gene Juarez Academy of Beauty,Seattle,WA,98125,King,Gene Juarez Academy
St Paul's School of Nursing-Staten Island,Staten Island,NY,10311,Richmond,SVCMCNY SCHOOL OF NURSING SI
Lake Washington Institute of Technology,Kirkland,WA,98034,King,LWIT
St James Mercy Hospital School of Radiologic Science,Hornell,NY,14843,Steuben,NOT AVAILABLE
Trinity Lutheran College,Everett,WA,98201,Snohomish,NOT AVAILABLE
Guilford College,Greensboro,NC,27410,Guilford,NOT AVAILABLE
SUNY-System Office,Albany,NY,12246,Albany,State University of New York System Administration
Cascade Beauty College,Auburn,WA,98002,King,NOT AVAILABLE
Halifax Community College,Weldon,NC,27890,Halifax,NOT AVAILABLE
New York Career Institute,New York,NY,10007,New York,NOT AVAILABLE
Heritage Bible College,Dunn,NC,28334,Harnett,NOT AVAILABLE
Branford Hall Career Institute-Bohemia Campus,Bohemia,NY,11716,Suffolk,NOT AVAILABLE
BJ's Beauty & Barber College,Tacoma,WA,98409,Pierce,NOT AVAILABLE
Isothermal Community College,Spindale,NC,28160,Rutherford,NOT AVAILABLE
SUNY College of Technology at Alfred,Alfred,NY,14802,Allegany,Alfred State College
James Sprunt Community College,Kenansville,NC,28349,Duplin,NOT AVAILABLE
SUNY College of Technology at Canton,Canton,NY,13617,St. Lawrence,SUNY Canton
Lenoir Community College,Kinston,NC,28502,Lenoir,NOT AVAILABLE
Northwest Hair Academy,Mount Vernon,WA,98273,Skagit,NOT AVAILABLE
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,12043,Schoharie,SUNY Cobleskill
Leons Beauty School Inc,Greensboro,NC,27403,Guilford,NOT AVAILABLE
Farmingdale State College,Farmingdale,NY,11735,Suffolk,SUNY College of Technology at Farmingdale
Seattle Community College-North Campus,Seattle,WA,98103,King,NSCC|North Seattle
Louisburg College,Louisburg,NC,27549,Franklin,NOT AVAILABLE
Morrisville State College,Morrisville,NY,13408,Madison,NOT AVAILABLE
Mayland Community College,Spruce Pine,NC,28777,Avery,NOT AVAILABLE
Mercy School of Nursing,Charlotte,NC,28273,Mecklenburg,NOT AVAILABLE
Pacific Lutheran University,Tacoma,WA,98447,Pierce,PLU
Methodist University,Fayetteville,NC,28311,Cumberland,Methodist
University of Puget Sound,Tacoma,WA,98416,Pierce,NOT AVAILABLE
Mitchell Community College,Statesville,NC,28677,Iredell,NOT AVAILABLE
Renton Technical College,Renton,WA,98056,King,NOT AVAILABLE
Mitchells Hairstyling Academy-Greenville,Greenville,NC,27858,Pitt,NOT AVAILABLE
Seattle Community College-South Campus,Seattle,WA,98106,King,Seattle South|South Seattle|SSCC|South Sea|Sea South|SSC|South CC
Regina's College of Beauty-Monroe,Monroe,NC,28110,Union,NOT AVAILABLE
Montgomery Community College,Troy,NC,27371,Montgomery,NOT AVAILABLE
Mount Olive College,Mount Olive,NC,28365,Wayne,NOT AVAILABLE
College of Wilmington,Wilmington,NC,28403,New Hanover,NOT AVAILABLE
North Carolina A & T State University,Greensboro,NC,27411,Guilford,NCAT
University of North Carolina at Greensboro,Greensboro,NC,27402,Guilford,UNCG
University of North Carolina System Office,Chapel Hill,NC,27515,Orange,University of North Carolina General Administration
University of North Carolina Wilmington,Wilmington,NC,28403,New Hanover,UNCW|University of North Carolina at Wilmington|UNC Wilmington|UNC W|University of NC at Wilmington|Univ of NC-Wilmington|UNC-W|University of North Carolina Wilmington|
University of North Carolina at Pembroke,Pembroke,NC,28372,Robeson,UNCP
Pfeiffer University,Misenheimer,NC,28109,Stanly,NOT AVAILABLE
Piedmont International University,Winston Salem,NC,27101,Forsyth,NOT AVAILABLE
Williamsburg Technical College,Kingstree,SC,29556,Williamsburg,NOT AVAILABLE
Pitt Community College,Winterville,NC,28590,Pitt,NOT AVAILABLE
Queens University of Charlotte,Charlotte,NC,28274,Mecklenburg,Queens
Winthrop University,Rock Hill,SC,29733,York,NOT AVAILABLE
Richmond Community College,Hamlet,NC,28345,Richmond,NOT AVAILABLE
Dakota Wesleyan University,Mitchell,SD,57301,Davison,NOT AVAILABLE
Mid-Atlantic Christian University,Elizabeth City,NC,27909,Pasquotank,NOT AVAILABLE
Headlines Academy Inc,Rapid City,SD,57701,Pennington,NOT AVAILABLE
Roanoke-Chowan Community College,Ahoskie,NC,27910,Hertford,RCCC
Rockingham Community College,Wentworth,NC,27375,Rockingham,RCC
Avera McKennan Hospital School of Radiologic Technology,Sioux Falls,SD,57117,Minnehaha,NOT AVAILABLE
Rowan-Cabarrus Community College,Salisbury,NC,28146,Rowan,NOT AVAILABLE
Mount Marty College,Yankton,SD,57078,Yankton,NOT AVAILABLE
Salem College,Winston Salem,NC,27101,Forsyth,NOT AVAILABLE
Sampson Community College,Clinton,NC,28329,Sampson,NOT AVAILABLE
National American University-Rapid City,Rapid City,SD,57701,Pennington,NOT AVAILABLE
Sandhills Community College,Pinehurst,NC,28374,Moore,SCC|Sandhills
National American University-Sioux Falls,Sioux Falls,SD,57108,Minnehaha,NOT AVAILABLE
Paul Mitchell the School-Fayetteville,Fayetteville,NC,28303,Cumberland,NOT AVAILABLE
Sioux Falls Seminary,Sioux Falls,SD,57105,Minnehaha,North American Baptist Seminary
Empire Beauty School-Matthews,Matthews,NC,28105,Mecklenburg,NOT AVAILABLE
Oglala Lakota College,Kyle,SD,57752,Shannon,NOT AVAILABLE
Southwestern Community College,Sylva,NC,28779,Jackson,NOT AVAILABLE
Avera Sacred Heart Hospital,Yankton,SD,57078,Yankton,NOT AVAILABLE
South Dakota State University,Brookings,SD,57007,Brookings,NOT AVAILABLE
Surry Community College,Dobson,NC,27017,Surry,NOT AVAILABLE
Sinte Gleska University,Mission,SD,57555,Todd,NOT AVAILABLE
Alamance Community College,Graham,NC,27253,Alamance,ACC | Technical Institute of Alamance | Alamance College |
Sanford Medical Center,Sioux Falls,SD,57117,Minnehaha,NOT AVAILABLE
Tri-County Community College,Murphy,NC,28906,Cherokee,NOT AVAILABLE
Gerbers Akron Beauty School,Akron,OH,44313,Summit,NOT AVAILABLE
Sisseton Wahpeton College,Sisseton,SD,57262,Roberts,NOT AVAILABLE
Good Samaritan College of Nursing & Health Science,Cincinnati,OH,45220,Hamilton,NOT AVAILABLE
Wake Forest University,Winston Salem,NC,27106,Forsyth,NOT AVAILABLE
Stewart School,Sioux Falls,SD,57104,Minnehaha,NOT AVAILABLE
Great Oaks Institute of Technology and Career Development,Cincinnati,OH,45241,Hamilton,NOT AVAILABLE
Tennessee Technology Center at Athens,Athens,TN,37371,McMinn,NOT AVAILABLE
Watts School of Nursing,Durham,NC,27705,Durham,NOT AVAILABLE
Adult and Community Education-Hudson,Columbus,OH,43211,Franklin,NOT AVAILABLE
Western Piedmont Community College,Morganton,NC,28655,Burke,WPCC
Carson-Newman University,Jefferson City,TN,37760,Jefferson,NOT AVAILABLE
